Ticket_ID,Customer_Age,Customer_Gender,Product_Purchased,Ticket_Type,Ticket_Status,Ticket_Priority,Ticket_Channel,Ticket_Creation_Date,First_Response_Time,Time_to_Resolution,Customer_Satisfaction_Rating
6964,26,Male,Samsung Galaxy,Refund request,Open,Medium,Social media,,,,
6965,60,Male,Nest Thermostat,Product inquiry,Closed,Medium,Social media,5/31/23 4:20 AM,6/1/23 4:20 AM,6/1/23 2:41 PM,3
6966,54,Female,Amazon Echo,Technical issue,Open,Low,Email,,,,
6967,45,Male,Amazon Echo,Refund request,Closed,Medium,Phone,5/31/23 8:37 AM,6/1/23 8:37 AM,6/1/23 9:10 PM,2
6968,44,Male,Microsoft Xbox Controller,Refund request,Closed,Critical,Social media,5/31/23 5:25 PM,6/1/23 5:25 PM,6/1/23 7:53 PM,2
6969,66,Other,HP Pavilion,Technical issue,Pending Customer Response,Low,Chat,5/31/23 3:53 PM,6/1/23 3:53 PM,,
6970,48,Female,Asus ROG,Cancellation request,Pending Customer Response,Low,Email,5/31/23 12:04 PM,6/1/23 12:04 PM,,
6971,18,Male,Adobe Photoshop,Cancellation request,Pending Customer Response,Medium,Phone,5/31/23 6:09 AM,6/1/23 6:09 AM,,
6972,53,Other,Asus ROG,Cancellation request,Pending Customer Response,Critical,Email,5/31/23 10:04 PM,6/1/23 10:04 PM,,
6973,57,Female,Xbox,Technical issue,Pending Customer Response,High,Phone,5/31/23 10:06 AM,6/1/23 10:06 AM,,
6974,69,Other,Roomba Robot Vacuum,Refund request,Open,Critical,Email,,,,
6975,34,Male,MacBook Pro,Cancellation request,Closed,High,Social media,6/1/23 12:15 AM,6/2/23 12:15 AM,6/1/23 7:27 PM,4
6976,34,Male,Garmin Forerunner,Refund request,Closed,Low,Email,5/31/23 1:16 AM,6/1/23 1:16 AM,6/1/23 4:59 PM,4
6977,34,Male,Google Pixel,Product inquiry,Closed,Medium,Social media,5/31/23 8:38 AM,6/1/23 8:38 AM,6/1/23 6:19 AM,5
6978,42,Female,PlayStation,Refund request,Pending Customer Response,Low,Chat,5/31/23 5:06 AM,6/1/23 5:06 AM,,
6979,40,Other,PlayStation,Technical issue,Open,Medium,Chat,,,,
6980,27,Female,iPhone,Technical issue,Pending Customer Response,Low,Social media,5/31/23 7:43 AM,6/1/23 7:43 AM,,
6981,46,Male,Roomba Robot Vacuum,Technical issue,Open,High,Social media,,,,
6982,22,Male,Dyson Vacuum Cleaner,Product inquiry,Pending Customer Response,Low,Social media,5/31/23 5:27 PM,6/1/23 5:27 PM,,
6983,67,Other,Apple AirPods,Technical issue,Closed,Low,Social media,5/31/23 1:02 AM,6/1/23 1:02 AM,6/1/23 5:53 AM,3
6984,43,Female,Bose SoundLink Speaker,Cancellation request,Closed,Critical,Social media,5/31/23 11:07 AM,6/1/23 11:07 AM,6/1/23 1:01 AM,3
6985,18,Female,Garmin Forerunner,Billing inquiry,Closed,High,Phone,5/31/23 5:25 AM,6/1/23 5:25 AM,6/1/23 10:09 AM,1
6986,56,Male,Apple AirPods,Product inquiry,Open,High,Email,,,,
6987,31,Male,Apple AirPods,Billing inquiry,Open,Medium,Social media,,,,
6988,33,Female,MacBook Pro,Billing inquiry,Pending Customer Response,High,Email,5/31/23 2:59 AM,6/1/23 2:59 AM,,
6989,60,Male,HP Pavilion,Refund request,Open,High,Phone,,,,
6990,37,Male,Sony PlayStation,Cancellation request,Pending Customer Response,Low,Email,5/31/23 11:32 PM,6/1/23 11:32 PM,,
6991,66,Male,Nintendo Switch Pro Controller,Product inquiry,Open,High,Social media,,,,
6992,61,Female,Amazon Kindle,Technical issue,Pending Customer Response,Critical,Phone,5/31/23 12:08 PM,6/1/23 12:08 PM,,
6993,44,Male,Sony PlayStation,Billing inquiry,Closed,High,Chat,5/31/23 1:33 AM,6/1/23 1:33 AM,6/1/23 9:16 PM,5
6994,41,Other,Canon EOS,Billing inquiry,Open,Critical,Chat,,,,
6995,70,Male,Samsung Galaxy,Technical issue,Closed,Low,Email,5/31/23 3:31 AM,6/1/23 3:31 AM,6/2/23 12:25 AM,4
6996,44,Other,Nest Thermostat,Cancellation request,Closed,Critical,Phone,5/31/23 7:26 PM,6/1/23 7:26 PM,6/1/23 11:37 AM,2
6997,38,Female,MacBook Pro,Billing inquiry,Open,High,Phone,,,,
6998,44,Male,Nintendo Switch Pro Controller,Billing inquiry,Closed,Critical,Phone,5/31/23 3:15 AM,6/1/23 3:15 AM,6/1/23 8:48 AM,5
6999,36,Male,Google Pixel,Cancellation request,Open,Medium,Email,,,,
7000,65,Other,Roomba Robot Vacuum,Billing inquiry,Closed,Critical,Chat,5/31/23 6:56 AM,6/1/23 6:56 AM,6/1/23 7:28 AM,5
7001,31,Male,Microsoft Xbox Controller,Refund request,Closed,Low,Phone,5/31/23 12:34 AM,6/1/23 12:34 AM,6/1/23 10:18 AM,3
7002,69,Male,HP Pavilion,Refund request,Closed,Low,Email,5/31/23 7:24 PM,6/1/23 7:24 PM,6/1/23 11:47 PM,2
7003,31,Other,Dyson Vacuum Cleaner,Cancellation request,Closed,Medium,Phone,5/31/23 7:14 PM,6/1/23 7:14 PM,6/1/23 2:43 PM,3
7004,69,Other,LG Washing Machine,Technical issue,Pending Customer Response,Critical,Chat,5/31/23 11:37 AM,6/1/23 11:37 AM,,
7005,65,Male,Apple AirPods,Technical issue,Closed,High,Social media,5/31/23 7:01 PM,6/1/23 7:01 PM,6/1/23 10:28 AM,3
7006,41,Other,Fitbit Charge,Product inquiry,Closed,Low,Email,5/31/23 4:20 AM,6/1/23 4:20 AM,6/1/23 11:36 AM,1
7007,43,Other,Philips Hue Lights,Product inquiry,Pending Customer Response,High,Chat,5/31/23 5:25 PM,6/1/23 5:25 PM,,
7008,26,Other,Samsung Soundbar,Refund request,Open,Critical,Phone,,,,
7009,20,Female,LG OLED,Billing inquiry,Closed,Medium,Social media,5/31/23 5:14 AM,6/1/23 5:14 AM,6/1/23 3:29 AM,5
7010,44,Female,Microsoft Xbox Controller,Billing inquiry,Open,Medium,Email,,,,
7011,54,Other,GoPro Action Camera,Product inquiry,Pending Customer Response,High,Social media,5/31/23 7:21 PM,6/1/23 7:21 PM,,
7012,55,Other,iPhone,Product inquiry,Open,High,Social media,,,,
7013,58,Female,MacBook Pro,Product inquiry,Pending Customer Response,Medium,Email,6/1/23 12:15 AM,6/2/23 12:15 AM,,
7014,29,Female,Philips Hue Lights,Cancellation request,Closed,Medium,Social media,5/31/23 8:48 PM,6/1/23 8:48 PM,6/1/23 4:33 PM,1
7015,55,Female,Roomba Robot Vacuum,Refund request,Pending Customer Response,Low,Chat,5/31/23 11:21 PM,6/1/23 11:21 PM,,
7016,67,Other,Samsung Galaxy,Product inquiry,Pending Customer Response,Critical,Social media,5/31/23 3:30 AM,6/1/23 3:30 AM,,
7017,56,Other,Dyson Vacuum Cleaner,Technical issue,Open,Medium,Chat,,,,
7018,48,Female,Samsung Galaxy,Refund request,Open,Low,Social media,,,,
7019,29,Female,Microsoft Office,Cancellation request,Closed,High,Chat,5/31/23 10:04 AM,6/1/23 10:04 AM,6/1/23 8:09 PM,1
7020,23,Male,GoPro Action Camera,Billing inquiry,Pending Customer Response,Critical,Phone,5/31/23 7:54 PM,6/1/23 7:54 PM,,
7021,50,Other,Bose SoundLink Speaker,Cancellation request,Pending Customer Response,Low,Phone,5/31/23 5:48 AM,6/1/23 5:48 AM,,
7022,44,Female,HP Pavilion,Billing inquiry,Pending Customer Response,Medium,Phone,5/31/23 10:26 PM,6/1/23 10:26 PM,,
7023,63,Male,Bose SoundLink Speaker,Technical issue,Pending Customer Response,High,Email,5/31/23 10:08 AM,6/1/23 10:08 AM,,
7024,21,Male,Sony Xperia,Billing inquiry,Pending Customer Response,Low,Social media,5/31/23 8:38 PM,6/1/23 8:38 PM,,
7025,33,Male,Apple AirPods,Cancellation request,Closed,Medium,Social media,5/31/23 3:29 AM,6/1/23 3:29 AM,6/1/23 6:35 AM,3
7026,37,Male,Google Nest,Technical issue,Pending Customer Response,Medium,Social media,5/31/23 1:53 AM,6/1/23 1:53 AM,,
7027,20,Female,Dell XPS,Technical issue,Closed,Critical,Email,5/31/23 4:15 AM,6/1/23 4:15 AM,6/1/23 3:45 PM,2
7028,32,Other,LG Smart TV,Product inquiry,Open,Critical,Phone,,,,
7029,54,Female,Sony Xperia,Technical issue,Closed,High,Phone,5/31/23 11:14 AM,6/1/23 11:14 AM,6/1/23 4:33 AM,1
7030,33,Other,PlayStation,Billing inquiry,Closed,Critical,Phone,5/31/23 4:51 AM,6/1/23 4:51 AM,6/1/23 3:12 PM,1
7031,52,Other,MacBook Pro,Technical issue,Pending Customer Response,Critical,Email,5/31/23 10:40 PM,6/1/23 10:40 PM,,
7032,36,Other,iPhone,Cancellation request,Pending Customer Response,Low,Email,5/31/23 8:30 PM,6/1/23 8:30 PM,,
7033,20,Other,Apple AirPods,Refund request,Pending Customer Response,Medium,Chat,5/31/23 3:42 PM,6/1/23 3:42 PM,,
7034,25,Female,Canon DSLR Camera,Product inquiry,Open,Medium,Email,,,,
7035,67,Other,Asus ROG,Technical issue,Pending Customer Response,High,Phone,5/31/23 3:05 AM,6/1/23 3:05 AM,,
7036,24,Female,Autodesk AutoCAD,Cancellation request,Pending Customer Response,Critical,Chat,5/31/23 9:27 PM,6/1/23 9:27 PM,,
7037,53,Female,Microsoft Xbox Controller,Refund request,Open,Medium,Chat,,,,
7038,64,Other,Canon EOS,Refund request,Closed,High,Email,5/31/23 6:58 AM,6/1/23 6:58 AM,6/1/23 11:46 AM,1
7039,23,Male,Autodesk AutoCAD,Billing inquiry,Open,Critical,Chat,,,,
7040,30,Other,Nest Thermostat,Product inquiry,Closed,Critical,Social media,5/31/23 2:35 AM,6/1/23 2:35 AM,6/1/23 10:34 AM,2
7041,34,Male,Bose SoundLink Speaker,Cancellation request,Open,Critical,Email,,,,
7042,52,Male,Bose QuietComfort,Refund request,Closed,Low,Email,5/31/23 4:03 AM,6/1/23 4:03 AM,6/1/23 3:09 AM,3
7043,25,Male,Samsung Soundbar,Technical issue,Pending Customer Response,Critical,Social media,5/31/23 6:22 AM,6/1/23 6:22 AM,,
7044,58,Other,Fitbit Versa Smartwatch,Cancellation request,Pending Customer Response,High,Chat,5/31/23 10:08 AM,6/1/23 10:08 AM,,
7045,28,Other,Google Pixel,Technical issue,Open,High,Phone,,,,
7046,41,Other,Microsoft Xbox Controller,Technical issue,Pending Customer Response,Critical,Social media,5/31/23 2:47 AM,6/1/23 2:47 AM,,
7047,70,Male,LG Washing Machine,Product inquiry,Open,High,Social media,,,,
7048,66,Male,Roomba Robot Vacuum,Refund request,Open,High,Email,,,,
7049,64,Female,Samsung Galaxy,Billing inquiry,Pending Customer Response,Medium,Chat,5/31/23 11:08 AM,6/1/23 11:08 AM,,
7050,63,Male,Google Pixel,Billing inquiry,Open,Critical,Chat,,,,
7051,65,Male,LG Smart TV,Cancellation request,Pending Customer Response,Low,Email,5/31/23 6:25 PM,6/1/23 6:25 PM,,
7052,70,Female,Dell XPS,Technical issue,Closed,High,Phone,5/31/23 11:26 PM,6/1/23 11:26 PM,6/1/23 2:04 PM,3
7053,26,Female,Dell XPS,Cancellation request,Pending Customer Response,Low,Social media,5/31/23 7:56 PM,6/1/23 7:56 PM,,
7054,27,Male,LG OLED,Refund request,Pending Customer Response,Medium,Phone,5/31/23 8:27 PM,6/1/23 8:27 PM,,
7055,27,Other,Amazon Echo,Product inquiry,Closed,Low,Email,5/31/23 11:50 AM,6/1/23 11:50 AM,6/1/23 2:21 PM,2
7056,68,Other,Adobe Photoshop,Refund request,Closed,Low,Chat,5/31/23 2:19 PM,6/1/23 2:19 PM,6/1/23 5:51 AM,5
7057,31,Male,Asus ROG,Cancellation request,Closed,Medium,Email,5/31/23 4:45 AM,6/1/23 4:45 AM,6/1/23 9:23 AM,5
7058,60,Male,Roomba Robot Vacuum,Cancellation request,Closed,High,Email,5/31/23 5:39 PM,6/1/23 5:39 PM,6/1/23 5:06 AM,4
7059,39,Male,Sony 4K HDR TV,Technical issue,Pending Customer Response,High,Chat,5/31/23 7:35 PM,6/1/23 7:35 PM,,
7060,21,Female,Xbox,Product inquiry,Open,Critical,Chat,,,,
7061,35,Other,Apple AirPods,Billing inquiry,Closed,Low,Social media,5/31/23 5:00 AM,6/1/23 5:00 AM,6/1/23 4:34 AM,3
7062,63,Female,Asus ROG,Cancellation request,Pending Customer Response,Low,Social media,5/31/23 12:40 PM,6/1/23 12:40 PM,,
7063,51,Other,Roomba Robot Vacuum,Refund request,Closed,Medium,Social media,5/31/23 11:05 PM,6/1/23 11:05 PM,6/1/23 5:28 AM,5
7064,54,Female,Garmin Forerunner,Refund request,Closed,High,Social media,5/31/23 7:02 AM,6/1/23 7:02 AM,6/1/23 8:37 AM,4
7065,56,Female,Fitbit Versa Smartwatch,Technical issue,Closed,Critical,Phone,5/31/23 3:14 AM,6/1/23 3:14 AM,6/1/23 2:56 AM,1
7066,34,Other,iPhone,Technical issue,Pending Customer Response,High,Phone,5/31/23 5:34 PM,6/1/23 5:34 PM,,
7067,39,Other,Canon DSLR Camera,Billing inquiry,Pending Customer Response,Medium,Social media,5/31/23 12:54 PM,6/1/23 12:54 PM,,
7068,44,Female,Dyson Vacuum Cleaner,Product inquiry,Pending Customer Response,Low,Phone,5/31/23 4:30 AM,6/1/23 4:30 AM,,
7069,54,Male,Samsung Soundbar,Product inquiry,Pending Customer Response,Medium,Email,5/31/23 2:58 AM,6/1/23 2:58 AM,,
7070,28,Male,Fitbit Charge,Billing inquiry,Open,Low,Chat,,,,
7071,59,Female,Bose QuietComfort,Billing inquiry,Open,Medium,Phone,,,,
7072,26,Female,Dyson Vacuum Cleaner,Billing inquiry,Closed,Medium,Chat,5/31/23 11:16 AM,6/1/23 11:16 AM,6/1/23 10:52 AM,2
7073,56,Other,Asus ROG,Technical issue,Closed,Critical,Chat,5/31/23 3:20 AM,6/1/23 3:20 AM,6/1/23 10:58 AM,5
7074,31,Female,Sony Xperia,Refund request,Open,Medium,Phone,,,,
7075,33,Female,Autodesk AutoCAD,Cancellation request,Pending Customer Response,Medium,Social media,5/31/23 5:04 AM,6/1/23 5:04 AM,,
7076,64,Male,Roomba Robot Vacuum,Product inquiry,Closed,Low,Social media,5/31/23 2:08 AM,6/1/23 2:08 AM,6/1/23 10:49 AM,4
7077,18,Other,LG OLED,Billing inquiry,Pending Customer Response,Low,Email,5/31/23 9:07 PM,6/1/23 9:07 PM,,
7078,40,Other,Roomba Robot Vacuum,Refund request,Pending Customer Response,High,Chat,6/1/23 12:15 AM,6/2/23 12:15 AM,,
7079,20,Male,Sony Xperia,Billing inquiry,Pending Customer Response,High,Chat,5/31/23 5:02 PM,6/1/23 5:02 PM,,
7080,45,Male,Google Nest,Product inquiry,Closed,Medium,Phone,5/31/23 1:31 PM,6/1/23 1:31 PM,6/1/23 5:04 PM,4
7081,39,Male,Dyson Vacuum Cleaner,Refund request,Open,Medium,Social media,,,,
7082,64,Other,GoPro Hero,Technical issue,Open,High,Email,,,,
7083,23,Other,HP Pavilion,Billing inquiry,Open,High,Phone,,,,
7084,39,Other,MacBook Pro,Product inquiry,Pending Customer Response,High,Phone,5/31/23 1:47 AM,6/1/23 1:47 AM,,
7085,56,Female,Lenovo ThinkPad,Cancellation request,Open,High,Social media,,,,
7086,38,Male,Sony 4K HDR TV,Technical issue,Pending Customer Response,Low,Chat,6/1/23 12:27 AM,6/2/23 12:27 AM,,
7087,20,Female,Bose QuietComfort,Technical issue,Open,Low,Social media,,,,
7088,51,Male,Microsoft Surface,Refund request,Pending Customer Response,Critical,Social media,5/31/23 1:06 AM,6/1/23 1:06 AM,,
7089,51,Female,Lenovo ThinkPad,Billing inquiry,Pending Customer Response,Medium,Phone,5/31/23 10:42 PM,6/1/23 10:42 PM,,
7090,70,Female,Bose SoundLink Speaker,Billing inquiry,Open,High,Social media,,,,
7091,57,Male,Lenovo ThinkPad,Refund request,Closed,Medium,Social media,6/1/23 12:23 AM,6/2/23 12:23 AM,6/1/23 4:05 PM,3
7092,66,Female,Microsoft Surface,Refund request,Open,Low,Social media,,,,
7093,70,Female,MacBook Pro,Billing inquiry,Open,Medium,Phone,,,,
7094,47,Male,Nikon D,Cancellation request,Pending Customer Response,Low,Phone,5/31/23 7:19 PM,6/1/23 7:19 PM,,
7095,62,Other,iPhone,Billing inquiry,Open,Critical,Email,,,,
7096,58,Female,Adobe Photoshop,Billing inquiry,Closed,Medium,Email,5/31/23 2:56 PM,6/1/23 2:56 PM,6/1/23 4:48 AM,5
7097,20,Other,Microsoft Xbox Controller,Technical issue,Closed,High,Social media,5/31/23 6:51 AM,6/1/23 6:51 AM,6/2/23 12:03 AM,3
7098,51,Other,LG Smart TV,Billing inquiry,Closed,High,Social media,5/31/23 1:18 PM,6/1/23 1:18 PM,6/1/23 2:00 PM,1
7099,26,Male,Dyson Vacuum Cleaner,Product inquiry,Open,Low,Email,,,,
7100,50,Male,Sony PlayStation,Refund request,Closed,Medium,Email,5/31/23 12:09 PM,6/1/23 12:09 PM,6/1/23 5:47 PM,5
7101,59,Male,Canon EOS,Technical issue,Pending Customer Response,Critical,Email,5/31/23 2:41 AM,6/1/23 2:41 AM,,
7102,24,Female,Adobe Photoshop,Refund request,Open,High,Chat,,,,
7103,43,Other,iPhone,Billing inquiry,Closed,High,Chat,5/31/23 3:24 PM,6/1/23 3:24 PM,6/1/23 3:46 PM,1
7104,20,Female,Apple AirPods,Billing inquiry,Open,Critical,Chat,,,,
7105,62,Other,Nest Thermostat,Billing inquiry,Open,Medium,Social media,,,,
7106,44,Female,Samsung Galaxy,Billing inquiry,Closed,Medium,Chat,5/31/23 4:25 PM,6/1/23 4:25 PM,6/1/23 7:26 AM,4
7107,38,Female,Roomba Robot Vacuum,Billing inquiry,Closed,Medium,Phone,5/31/23 9:52 AM,6/1/23 9:52 AM,6/1/23 9:18 PM,4
7108,22,Male,LG Smart TV,Technical issue,Closed,High,Phone,5/31/23 1:04 AM,6/1/23 1:04 AM,6/1/23 1:00 AM,3
7109,24,Male,Roomba Robot Vacuum,Product inquiry,Closed,Low,Chat,5/31/23 9:50 AM,6/1/23 9:50 AM,6/1/23 6:31 PM,4
7110,40,Other,Autodesk AutoCAD,Product inquiry,Pending Customer Response,Medium,Email,5/31/23 8:22 AM,6/1/23 8:22 AM,,
7111,57,Female,Sony PlayStation,Product inquiry,Pending Customer Response,Critical,Social media,5/31/23 4:12 AM,6/1/23 4:12 AM,,
7112,56,Female,GoPro Action Camera,Technical issue,Closed,Low,Chat,5/31/23 3:28 AM,6/1/23 3:28 AM,6/1/23 2:52 AM,1
7113,47,Other,Nintendo Switch Pro Controller,Technical issue,Pending Customer Response,Medium,Email,5/31/23 2:31 PM,6/1/23 2:31 PM,,
7114,43,Male,Amazon Echo,Billing inquiry,Pending Customer Response,Medium,Chat,5/31/23 10:41 AM,6/1/23 10:41 AM,,
7115,28,Male,LG OLED,Technical issue,Open,Medium,Social media,,,,
7116,45,Other,GoPro Hero,Technical issue,Closed,High,Phone,5/31/23 3:20 PM,6/1/23 3:20 PM,6/1/23 3:58 AM,3
7117,64,Other,Microsoft Xbox Controller,Technical issue,Open,Critical,Social media,,,,
7118,48,Male,Dyson Vacuum Cleaner,Refund request,Pending Customer Response,Critical,Phone,5/31/23 12:29 PM,6/1/23 12:29 PM,,
7119,46,Other,Google Nest,Cancellation request,Closed,High,Social media,5/31/23 9:02 PM,6/1/23 9:02 PM,6/1/23 1:03 PM,1
7120,62,Female,GoPro Action Camera,Refund request,Open,Critical,Phone,,,,
7121,55,Female,Microsoft Office,Refund request,Closed,Low,Email,5/31/23 8:54 PM,6/1/23 8:54 PM,6/1/23 3:28 AM,3
7122,30,Male,HP Pavilion,Product inquiry,Closed,Critical,Chat,5/31/23 5:04 AM,6/1/23 5:04 AM,6/1/23 2:15 AM,5
7123,40,Female,Canon EOS,Refund request,Open,Critical,Email,,,,
7124,20,Female,Xbox,Technical issue,Closed,Critical,Social media,5/31/23 7:15 AM,6/1/23 7:15 AM,6/1/23 7:20 AM,3
7125,64,Female,Microsoft Surface,Technical issue,Open,Medium,Chat,,,,
7126,59,Female,LG OLED,Refund request,Open,Medium,Social media,,,,
7127,30,Female,Amazon Echo,Refund request,Closed,Medium,Social media,5/31/23 8:32 AM,6/1/23 8:32 AM,6/1/23 2:41 PM,2
7128,28,Male,Dyson Vacuum Cleaner,Technical issue,Closed,Low,Phone,5/31/23 3:58 AM,6/1/23 3:58 AM,6/1/23 11:24 AM,5
7129,18,Female,Nest Thermostat,Billing inquiry,Pending Customer Response,High,Social media,5/31/23 12:37 PM,6/1/23 12:37 PM,,
7130,49,Female,Dyson Vacuum Cleaner,Cancellation request,Closed,High,Phone,5/31/23 7:48 AM,6/1/23 7:48 AM,6/1/23 9:31 AM,3
7131,55,Female,Autodesk AutoCAD,Product inquiry,Open,High,Social media,,,,
7132,20,Male,Apple AirPods,Refund request,Closed,Low,Chat,5/31/23 8:28 PM,6/1/23 8:28 PM,6/1/23 8:38 PM,3
7133,62,Female,Lenovo ThinkPad,Product inquiry,Pending Customer Response,High,Email,5/31/23 1:08 AM,6/1/23 1:08 AM,,
7134,64,Male,Sony Xperia,Cancellation request,Open,Medium,Chat,,,,
7135,56,Male,Nintendo Switch,Billing inquiry,Pending Customer Response,Low,Email,5/31/23 7:50 PM,6/1/23 7:50 PM,,
7136,29,Female,PlayStation,Technical issue,Closed,Low,Social media,5/31/23 8:20 PM,6/1/23 8:20 PM,6/2/23 12:10 AM,1
7137,28,Male,Apple AirPods,Technical issue,Closed,Low,Social media,5/31/23 2:01 PM,6/1/23 2:01 PM,6/1/23 10:10 AM,2
7138,69,Other,Xbox,Product inquiry,Open,Medium,Chat,,,,
7139,26,Female,Canon DSLR Camera,Billing inquiry,Closed,Low,Social media,5/31/23 10:59 PM,6/1/23 10:59 PM,6/1/23 7:31 PM,4
7140,65,Female,Amazon Echo,Billing inquiry,Pending Customer Response,Low,Phone,5/31/23 1:49 AM,6/1/23 1:49 AM,,
7141,53,Other,Canon DSLR Camera,Product inquiry,Closed,Critical,Social media,6/1/23 12:06 AM,6/2/23 12:06 AM,6/1/23 7:00 AM,3
7142,55,Female,Bose QuietComfort,Technical issue,Closed,Medium,Chat,5/31/23 7:38 PM,6/1/23 7:38 PM,6/1/23 3:42 PM,5
7143,59,Other,Samsung Galaxy,Cancellation request,Closed,Critical,Email,5/31/23 5:36 PM,6/1/23 5:36 PM,6/1/23 6:02 AM,3
7144,61,Other,Philips Hue Lights,Billing inquiry,Pending Customer Response,Medium,Social media,5/31/23 7:59 PM,6/1/23 7:59 PM,,
7145,29,Other,Amazon Echo,Product inquiry,Pending Customer Response,Low,Social media,5/31/23 10:07 PM,6/1/23 10:07 PM,,
7146,69,Other,Asus ROG,Billing inquiry,Pending Customer Response,Critical,Social media,5/31/23 6:53 PM,6/1/23 6:53 PM,,
7147,66,Male,GoPro Action Camera,Cancellation request,Open,High,Email,,,,
7148,30,Other,Amazon Kindle,Technical issue,Closed,Medium,Chat,5/31/23 10:06 AM,6/1/23 10:06 AM,6/1/23 9:00 AM,3
7149,68,Male,Nintendo Switch,Billing inquiry,Closed,Low,Email,5/31/23 7:06 PM,6/1/23 7:06 PM,6/1/23 2:24 PM,1
7150,56,Other,Bose SoundLink Speaker,Product inquiry,Closed,Medium,Chat,5/31/23 2:18 AM,6/1/23 2:18 AM,6/1/23 9:17 AM,3
7151,57,Male,Microsoft Surface,Cancellation request,Open,High,Email,,,,
7152,60,Male,HP Pavilion,Billing inquiry,Pending Customer Response,Critical,Social media,5/31/23 8:15 PM,6/1/23 8:15 PM,,
7153,42,Other,GoPro Action Camera,Product inquiry,Closed,High,Phone,6/1/23 12:05 AM,6/2/23 12:05 AM,6/1/23 5:29 PM,4
7154,37,Other,Microsoft Office,Product inquiry,Pending Customer Response,Medium,Chat,5/31/23 9:20 AM,6/1/23 9:20 AM,,
7155,60,Female,Bose QuietComfort,Technical issue,Pending Customer Response,Low,Email,5/31/23 3:11 AM,6/1/23 3:11 AM,,
7156,62,Female,PlayStation,Billing inquiry,Pending Customer Response,High,Email,5/31/23 1:42 PM,6/1/23 1:42 PM,,
7157,45,Other,LG Smart TV,Product inquiry,Closed,High,Chat,5/31/23 2:37 AM,6/1/23 2:37 AM,6/1/23 1:42 AM,4
7158,60,Female,iPhone,Product inquiry,Closed,Medium,Phone,5/31/23 1:04 AM,6/1/23 1:04 AM,6/1/23 12:33 PM,5
7159,40,Female,LG OLED,Refund request,Open,Low,Email,,,,
7160,68,Male,GoPro Action Camera,Cancellation request,Pending Customer Response,Medium,Chat,5/31/23 4:59 PM,6/1/23 4:59 PM,,
7161,31,Male,Fitbit Charge,Technical issue,Open,Medium,Phone,,,,
7162,62,Female,Apple AirPods,Product inquiry,Pending Customer Response,Low,Social media,5/31/23 6:39 PM,6/1/23 6:39 PM,,
7163,21,Other,MacBook Pro,Cancellation request,Pending Customer Response,Medium,Phone,5/31/23 12:01 PM,6/1/23 12:01 PM,,
7164,56,Female,Canon EOS,Refund request,Closed,Low,Phone,5/31/23 10:53 PM,6/1/23 10:53 PM,6/1/23 3:58 AM,5
7165,42,Male,Roomba Robot Vacuum,Refund request,Open,High,Email,,,,
7166,48,Other,Samsung Galaxy,Technical issue,Closed,Medium,Email,5/31/23 7:26 AM,6/1/23 7:26 AM,6/1/23 8:51 AM,3
7167,68,Male,Nintendo Switch,Billing inquiry,Open,Low,Phone,,,,
7168,24,Male,GoPro Hero,Technical issue,Closed,Medium,Phone,5/31/23 1:27 AM,6/1/23 1:27 AM,6/1/23 6:35 AM,3
7169,38,Other,HP Pavilion,Technical issue,Open,Critical,Social media,,,,
7170,29,Other,Sony PlayStation,Cancellation request,Pending Customer Response,High,Social media,5/31/23 8:38 AM,6/1/23 8:38 AM,,
7171,43,Male,Fitbit Versa Smartwatch,Billing inquiry,Pending Customer Response,High,Social media,5/31/23 9:17 PM,6/1/23 9:17 PM,,
7172,27,Female,Fitbit Versa Smartwatch,Technical issue,Closed,High,Social media,5/31/23 10:27 PM,6/1/23 10:27 PM,6/1/23 9:56 AM,2
7173,64,Other,Apple AirPods,Refund request,Open,High,Email,,,,
7174,22,Male,Nikon D,Cancellation request,Closed,Medium,Email,5/31/23 5:25 AM,6/1/23 5:25 AM,6/1/23 10:58 AM,2
7175,20,Female,Amazon Kindle,Product inquiry,Open,Low,Phone,,,,
7176,54,Male,Lenovo ThinkPad,Product inquiry,Open,Medium,Chat,,,,
7177,53,Male,HP Pavilion,Billing inquiry,Pending Customer Response,Critical,Email,5/31/23 8:55 AM,6/1/23 8:55 AM,,
7178,52,Other,Amazon Echo,Cancellation request,Open,High,Phone,,,,
7179,45,Other,Samsung Soundbar,Product inquiry,Pending Customer Response,Low,Social media,5/31/23 1:05 AM,6/1/23 1:05 AM,,
7180,40,Other,HP Pavilion,Cancellation request,Pending Customer Response,High,Email,5/31/23 4:19 PM,6/1/23 4:19 PM,,
7181,50,Male,Microsoft Surface,Billing inquiry,Pending Customer Response,Low,Phone,5/31/23 3:27 AM,6/1/23 3:27 AM,,
7182,53,Male,Nikon D,Cancellation request,Pending Customer Response,Critical,Email,5/31/23 5:13 AM,6/1/23 5:13 AM,,
7183,29,Female,Garmin Forerunner,Cancellation request,Closed,Medium,Email,5/31/23 4:33 PM,6/1/23 4:33 PM,6/1/23 10:50 PM,5
7184,49,Male,Garmin Forerunner,Billing inquiry,Pending Customer Response,Medium,Social media,5/31/23 5:09 AM,6/1/23 5:09 AM,,
7185,62,Female,GoPro Hero,Technical issue,Pending Customer Response,Low,Email,5/31/23 2:40 AM,6/1/23 2:40 AM,,
